,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대00~06생활인구수,시간대06~11생활인구수,시간대11~14생활인구수,시간대14~17생활인구수,시간대17~21생활인구수,시간대21~24생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대00~06유동인구수,시간대06~11유동인구수,시간대11~14유동인구수,시간대14~17유동인구수,시간대17~21유동인구수,시간대21~24유동인구수,총유동인구수,분기코드,행정동코드
10,2110005,31819,21993.0,9826.0,3419.0,4906.0,4972.0,4269.0,4427.0,4950.0,4876.0,51.0,2118.0,10437.0,5949.0,8191.0,1472.0,11629.0,14236.0,273.0,2128.0,3615.0,6521.0,7145.0,6186.0,811776604,535781389.0,275995215.0,67387193.0,123287485.0,111895088.0,108671687.0,124539936.0,131914555.0,144080660.0,1582554.0,33299720.0,230790532.0,137854300.0,276859780.0,83103852.0,305069108.0,327897499.0,6266089.0,53344567.0,79778316.0,151627723.0,173485627.0,168464279.0,17.0,187063,81550,105512,34216,19183.0,22372.0,28932.0,32609.0,49748,46339.0,37994,22831,22736,31768,25395.0,26777.0,26807.0,27098.0,26722.0,26207.0,26693,26758,1006.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27734,348380,197434,262914,347037,128422,1311921,2,11110550
11,2110006,29416,15297.0,14039.0,915.0,3599.0,3625.0,3307.0,3851.0,7118.0,6921.0,5.0,524.0,8465.0,9690.0,7058.0,165.0,7859.0,17476.0,155.0,4822.0,7205.0,5466.0,5148.0,2614.0,541410030,291193775.0,249147987.0,15568133.0,68654157.0,66539314.0,62221781.0,78210390.0,126640817.0,122507170.0,216358.0,10057965.0,173779629.0,165249813.0,128181946.0,4778696.0,151713030.0,306289069.0,1674043.0,76221037.0,117890720.0,101926109.0,96754553.0,64387549.0,8.0,6566,3049,3517,1008,863.0,923.0,1149.0,986.0,1638,1506.0,1474,857,851,1105,775.0,907.0,934.0,933.0,925.0,919.0,953,996,27.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5480,104757,91030,114147,114431,34213,464058,2,11110550
12,2110007,6382,3509.0,2873.0,603.0,808.0,598.0,921.0,579.0,1513.0,1360.0,2.0,30.0,1900.0,1385.0,2048.0,1017.0,3030.0,2761.0,0.0,825.0,1912.0,1301.0,1086.0,664.0,325316920,195710015.0,129606905.0,20066003.0,52981534.0,28848803.0,53658566.0,40155109.0,77186741.0,52420164.0,25414.0,740127.0,68233069.0,58205043.0,130819432.0,67293835.0,142927625.0,125406705.0,0.0,41857249.0,97733585.0,60565816.0,44708774.0,23468904.0,3.0,447566,203373,244194,96873,52092.0,55623.0,80924.0,61653.0,100399,134043.0,96004,46950,44035,65388,61147.0,64143.0,63300.0,62837.0,63107.0,61625.0,64246,68307,283.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61756,533832,308029,389850,471940,174865,1940272,2,11110530
13,2110008,301827,193190.0,108637.0,34110.0,36123.0,41248.0,40004.0,42527.0,60015.0,48622.0,123.0,16332.0,104780.0,101033.0,73136.0,6423.0,87919.0,208167.0,9840.0,111756.0,80563.0,41873.0,37917.0,14138.0,5532459446,3234821144.0,2297638302.0,495459652.0,534344827.0,694649335.0,738586427.0,792574972.0,1281377105.0,1016261197.0,7388021.0,153112255.0,1591545110.0,1677835001.0,1656980057.0,445599002.0,1841304653.0,3359445541.0,64361109.0,1786460698.0,1550241272.0,784750435.0,698629077.0,316307602.0,96.0,1189273,471312,717961,238764,161630.0,177265.0,203259.0,169710.0,238645,319862.0,251147,158788,141070,174963,143445.0,173702.0,172767.0,168636.0,171953.0,165691.0,168348,168175,552.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9463,201615,131240,168501,195662,62815,769296,2,11110515
14,2110009,34547,18996.0,15541.0,2932.0,3181.0,4232.0,4049.0,4602.0,8141.0,7400.0,87.0,297.0,8534.0,9413.0,11953.0,2723.0,13236.0,17181.0,258.0,4165.0,7047.0,7780.0,7412.0,3754.0,1795365186,1023952822.0,771256446.0,156624154.0,186411075.0,217789016.0,216677714.0,246450863.0,416772598.0,354483848.0,13183163.0,3782322.0,419717433.0,423697496.0,677659744.0,212899254.0,637466648.0,809204006.0,3018691.0,159592007.0,338489340.0,371142073.0,382712136.0,191716407.0,24.0,140747,63505,77242,18420,14627.0,17605.0,27444.0,23306.0,39345,46891.0,28669,14501,13654,18598,18434.0,19479.0,19699.0,19979.0,19985.0,19557.0,21115,20935,950.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5480,106230,91593,114821,115856,34636,468616,2,11110550
15,2110010,187685,139558.0,48127.0,29686.0,28757.0,25556.0,27993.0,27566.0,29649.0,18478.0,429.0,14094.0,59051.0,48714.0,54171.0,8037.0,70044.0,106477.0,22332.0,21607.0,28857.0,37891.0,38832.0,26992.0,2981440518,2083025926.0,898414592.0,391602955.0,447527547.0,369629689.0,460823998.0,413441737.0,584082255.0,314332337.0,50449938.0,183460281.0,928301781.0,586921329.0,933881665.0,244639568.0,1146846991.0,1340226263.0,145424259.0,208610875.0,417903314.0,534455818.0,664398327.0,516280661.0,41.0,194437,84969,109468,36157,18031.0,23149.0,28052.0,34264.0,54786,60094.0,40669,17930,17850,28564,29331.0,27616.0,27686.0,27873.0,27619.0,27183.0,28095,28367,6687.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11437,168028,89210,120296,141113,52465,582549,2,11110560
16,2110012,208704,152446.0,55997.0,27694.0,30841.0,30949.0,30955.0,32007.0,30875.0,25122.0,205.0,16005.0,93819.0,50287.0,43775.0,4247.0,75393.0,110367.0,967.0,43802.0,55486.0,35394.0,33110.0,16994.0,5244710974,4089193222.0,1150409182.0,667855833.0,843816584.0,865153652.0,927399128.0,784968025.0,713592666.0,436816516.0,15086906.0,162841363.0,1950219004.0,836423925.0,1602455181.0,672982371.0,1701791474.0,1963848416.0,12423958.0,775828478.0,1054367825.0,717296319.0,642768604.0,462954701.0,91.0,608932,269143,339790,54051,82326.0,120447.0,125738.0,96298.0,130072,126488.0,131556,96516,92881,100447,61042.0,90810.0,94894.0,92650.0,91897.0,91568.0,73352,73761,1061.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63552,634842,321586,377473,551254,160822,2109529,2,11110530
17,2110014,17446,12633.0,4813.0,2036.0,2699.0,2707.0,2466.0,2725.0,2412.0,2498.0,0.0,946.0,10187.0,2828.0,3296.0,189.0,8663.0,6849.0,31.0,1564.0,3016.0,3420.0,3721.0,3763.0,562558054,338290133.0,224267921.0,45771598.0,76136133.0,72104751.0,66273030.0,78004621.0,108889124.0,117182293.0,0.0,18143485.0,283360064.0,92298863.0,159953823.0,8801819.0,281095356.0,199865710.0,319252.0,24949432.0,81598481.0,104445396.0,129798399.0,139850111.0,10.0,64345,33530,30815,15793,8122.0,7799.0,10107.0,8719.0,13805,6413.0,16417,13301,12294,11102,4818.0,9138.0,9194.0,9607.0,9452.0,9614.0,8806,8534,194.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6598,207001,105204,158350,126194,39483,642830,2,11110515
18,2110015,36679,22600.0,14079.0,3202.0,3969.0,4785.0,5043.0,5601.0,7836.0,6243.0,0.0,1862.0,14240.0,13486.0,6593.0,498.0,11328.0,24341.0,129.0,10706.0,11312.0,6166.0,4215.0,3139.0,1070007840,631297355.0,438710485.0,76983846.0,78338301.0,98449573.0,181702463.0,195823172.0,286986909.0,151723576.0,0.0,22157870.0,330945232.0,297668422.0,207634317.0,211601999.0,392384596.0,576370649.0,1237978.0,270808490.0,361922487.0,158210228.0,111700434.0,64875630.0,7.0,54215,24599,29616,5878,8504.0,9453.0,9671.0,8410.0,12301,6151.0,12189,10756,10869,9806,4444.0,7602.0,7410.0,7980.0,7772.0,8069.0,8031,7351,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15140,383170,245026,295281,338261,122647,1399525,2,11110515
19,2110016,32570,20504.0,12066.0,4082.0,3618.0,4454.0,4081.0,4269.0,6106.0,5960.0,0.0,215.0,14859.0,7448.0,9241.0,807.0,14192.0,13707.0,70.0,1603.0,4195.0,6068.0,7794.0,8170.0,2314129695,1331229707.0,982899988.0,269625188.0,246862575.0,274652282.0,250917788.0,289171874.0,480103029.0,502796959.0,0.0,8826981.0,901165245.0,462431871.0,830361775.0,111343823.0,1008178534.0,856581622.0,1144533.0,54052778.0,262424318.0,411350333.0,516646843.0,619141349.0,20.0,40298,17062,23236,7165,5092.0,4940.0,5694.0,6985.0,10424,11937.0,8878,4989,4540,5250,4706.0,5941.0,5673.0,5683.0,5522.0,5351.0,5941,6187,7589.0,39.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5715,74957,40932,46854,59322,23136,250916,2,11110560
20,2110017,1110,610.0,500.0,173.0,100.0,109.0,183.0,191.0,347.0,153.0,0.0,0.0,387.0,183.0,366.0,174.0,502.0,380.0,0.0,140.0,315.0,121.0,188.0,118.0,335045793,170071639.0,164974154.0,51039792.0,36600788.0,36117428.0,47036110.0,55545270.0,105649790.0,59324364.0,0.0,0.0,92519695.0,46390618.0,119074534.0,77060946.0,165775232.0,103430421.0,0.0,39213580.0,83571594.0,37874190.0,64537107.0,44009181.0,4.0,387961,178111,209848,55642,53582.0,64477.0,70609.0,59879.0,83771,83180.0,78725,66707,65189,59473,34687.0,54153.0,54126.0,55128.0,55844.0,56651.0,57919,54139,650.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,123994,84741,101433,102536,19714,432422,2,11110600
21,2110018,111072,70508.0,40564.0,12078.0,13752.0,14053.0,15119.0,15506.0,22398.0,18166.0,5.0,5018.0,44157.0,37359.0,23605.0,928.0,37810.0,60240.0,2089.0,26717.0,29192.0,20467.0,12968.0,6621.0,2386243456,1508554420.0,877689036.0,223502865.0,289344127.0,320001211.0,334570959.0,341135258.0,498445555.0,379243481.0,126850.0,43568292.0,905999792.0,650570541.0,636127238.0,149850743.0,829740029.0,1047715995.0,12617732.0,413153203.0,516623574.0,352977157.0,298083992.0,284000365.0,43.0,376803,192356,184447,69181,46243.0,65778.0,72749.0,57378.0,65471,70665.0,86689,65423,64902,54997,34127.0,55703.0,59161.0,57292.0,57920.0,57051.0,46154,43523,888.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,72413,46968,57734,57313,11433,245888,2,11110600
22,2110019,78951,57574.0,21377.0,9413.0,11411.0,11941.0,12418.0,12391.0,13190.0,8187.0,10.0,13271.0,28343.0,24354.0,11654.0,1319.0,34578.0,39450.0,59.0,18338.0,26085.0,15213.0,9444.0,4886.0,1247713615,840044015.0,407669600.0,143341750.0,156433946.0,165866764.0,164971501.0,209430054.0,262279320.0,145390280.0,3108267.0,59987769.0,362631230.0,310945781.0,376791490.0,134249078.0,436310015.0,630099498.0,842959.0,286336992.0,372555529.0,179110324.0,134390136.0,93173570.0,26.0,225835,125106,100728,10955,41609.0,41834.0,44671.0,40820.0,45945,24583.0,44544,45237,48282,45619,17570.0,33268.0,36100.0,35324.0,35253.0,36725.0,27547,21621,325.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70258,1992320,1848237,2042057,2815247,968100,9736219,2,11110615
23,2110020,125946,101132.0,24814.0,20587.0,20814.0,20980.0,19557.0,19194.0,13891.0,10923.0,2398.0,13720.0,46780.0,18408.0,36130.0,8510.0,65842.0,58165.0,2556.0,62141.0,14867.0,13389.0,22207.0,8846.0,1410925097,1055206373.0,355718724.0,194495507.0,219799890.0,216419696.0,212535352.0,211955928.0,182481219.0,173237505.0,58055047.0,100316527.0,456654358.0,181507857.0,496738189.0,117653119.0,779580384.0,568543158.0,23509149.0,562870760.0,161286274.0,180826962.0,264730655.0,154899740.0,69.0,1695077,723740,971336,302105,688820.0,143379.0,171284.0,151122.0,238365,512892.0,364620,187849,174817,238247,216652.0,245063.0,246675.0,246687.0,246620.0,241478.0,232264,236289,639.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5255,229784,136080,138816,166917,73605,750457,2,11110650
24,2110021,97368,73153.0,24215.0,13623.0,16039.0,14866.0,13443.0,15182.0,14812.0,9403.0,1160.0,4041.0,28757.0,23790.0,33309.0,6311.0,42346.0,52847.0,4141.0,41630.0,16736.0,11189.0,16693.0,4807.0,1495765945,1036250352.0,459515593.0,177421131.0,212442650.0,208646416.0,199101347.0,238638808.0,274975297.0,184540296.0,62571577.0,29513418.0,414282393.0,279122318.0,497342853.0,212933386.0,670838222.0,728171156.0,56323924.0,540740157.0,260433018.0,223229090.0,240225411.0,78057780.0,71.0,951333,415163,536170,144535,383924.0,100845.0,104389.0,100601.0,117038,232847.0,184969,115308,119774,171274,127162.0,130864.0,132702.0,135205.0,134983.0,135866.0,141847,139864,387.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43706,362658,228640,255363,335987,183989,1410343,2,11110650
25,2110022,20491,17355.0,3136.0,3394.0,3610.0,3213.0,3576.0,3562.0,2198.0,938.0,0.0,1940.0,11666.0,3826.0,2835.0,224.0,9335.0,8520.0,87.0,1627.0,3702.0,4374.0,4093.0,3970.0,417605265,360539300.0,57065965.0,64587821.0,78120326.0,69695191.0,72762448.0,75373514.0,40584196.0,16481769.0,0.0,16613380.0,263836034.0,43760386.0,77147816.0,16247649.0,180009284.0,134175527.0,955741.0,23314059.0,53754367.0,65792016.0,79178448.0,91190190.0,22.0,695315,314499,380816,168315,138310.0,77068.0,101436.0,88060.0,122128,187001.0,154865,85195,80389,103338,84526.0,101507.0,102345.0,101305.0,102711.0,98496.0,92836,96116,537.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31333,564996,296981,319685,350253,133655,1696903,2,11110650
26,2110023,190606,163268.0,27338.0,31609.0,34768.0,32704.0,32016.0,32171.0,15939.0,11399.0,185.0,45725.0,78448.0,30966.0,31340.0,3942.0,82724.0,99085.0,1054.0,46604.0,60415.0,36740.0,26697.0,10291.0,1743067189,1519135556.0,223931633.0,289405951.0,328049636.0,302360129.0,298813743.0,300506097.0,150255171.0,73676462.0,8258824.0,230115640.0,860282509.0,249273147.0,323014436.0,72122633.0,695907501.0,772730721.0,5473238.0,270502336.0,418349101.0,347846353.0,301186515.0,125280681.0,38.0,291755,134175,157579,24479,65385.0,57818.0,49076.0,42740.0,52258,34665.0,65662,54719,54696,54724,27289.0,43401.0,47005.0,45884.0,45418.0,45400.0,34162,30485,186.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132350,2232398,1516487,1866330,2530471,1101397,9379433,2,11110640
27,2110024,60500,42858.0,17642.0,9047.0,8473.0,8627.0,8172.0,8539.0,9386.0,8256.0,11.0,1866.0,25418.0,13733.0,18235.0,1237.0,24217.0,29760.0,466.0,9651.0,10284.0,10215.0,13005.0,10360.0,1361297042,942300495.0,418996547.0,190144043.0,179354798.0,188160996.0,197941448.0,186699210.0,215066681.0,203929866.0,520267.0,29870884.0,608017526.0,263813193.0,411159954.0,47915218.0,529719089.0,589731926.0,6229967.0,168668104.0,198361365.0,212700277.0,284729661.0,248761648.0,25.0,310338,139794,170544,61789,63385.0,37578.0,46850.0,41358.0,59379,67534.0,64650,43710,42053,55973,36419.0,44376.0,44821.0,44680.0,44835.0,44616.0,43273,43739,928.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74190,761542,497458,584290,757686,373448,3048614,2,11110650
